M667404628959608832,1, لماذا_يا_خوله_العنزي اختاااااااه روحي اطبخي واعرضي طبخك في انستقرام وادخلي علي الحسابات المشهوره عشان ينشروا حسابك المتواضع انتي كدا تمام,لا يمكن تحديده,سخرية
M667467971028254720,1, لماذا_يا_خوله_العنزي اختي الدنيا زايله توبي الى الله,لا يمكن تحديده,سلبي
M667397267188523008,1, لماذا_يا_خوله_العنزي اختي خوله اعدك بان ادعو الله لك كثيرا والح في الدعاا بان يهدي قلبك ويلهمك الصواب فزينه المراه بحجابها ,إيجابي,محايد
M667390835814768640,142, لماذا_يا_خوله_العنزي اختيارها بميزاته وعيوبه يؤثر عليها فقط هي صاحبه القرار دعونا نناقش مايؤثر على الجميع مثل اللقافه و ,إيجابي,سخرية
M667398843714117632,1, لماذا_يا_خوله_العنزي اخرجوا العنوز من منشني ,سلبي,لا يمكن تحديده
M667637991679107072,1, لماذا_يا_خوله_العنزي اخس مزه ههههههه ي جماعه راعو اختلاف الثقافات هذي من عنزه لبنان يعني ترا عنزه مش ب السعوديه بس,كلاهما,سخرية
M667408910891024384,1, لماذا_يا_خوله_العنزي اذا احد يعرف رقمها عندي فساتين وابيها تعرظهم لي ,إيجابي,سخرية
M667418739227406336,2, لماذا_يا_خوله_العنزي اذا اراد الله بقوم سوا حبب اليهم التعري ابن باز رحمه الله ,لا يمكن تحديده,سلبي
M667409632403525632,1, لماذا_يا_خوله_العنزي اذا اردتي التميز والابداع مهما كان عملكي لاتدعي حجابك,إيجابي,محايد
M667378595673845760,4, لماذا_يا_خوله_العنزي اذا ذهب الحيااذهب الدين كله في فرنسا تقاتل امراه من اجل حجابها ومن اجل دينها وعفتها وخوفها من الرح ,سلبي,إيجابي
M667425093908365312,2, لماذا_يا_خوله_العنزي اذا شافوا بنت بلدهم شينه صاروا يطقطقون عليها ويجرحونها واذا كانت مزه وناجحه صاروا يقذفونها باختصار مايب ,كلاهما,سلبي
M667372403769610240,32, لماذا_يا_خوله_العنزي اسال العلي القدير الهدايه لها ويردها رد جميلا يامقلب القلوب ثبت قلوبنا على دينك,إيجابي,سلبي
M667404962901712896,1, لماذا_يا_خوله_العنزي استغفر الله العظيم يرقصون من الفرح بنو علمان وطبعا يعدونه انتصار للانسانيه ,لا يمكن تحديده,سلبي
M667422741516169216,1, لماذا_يا_خوله_العنزي استغفر الله كلها عمليات تجميل lt اطبطب ع نفسي ,سلبي,سخرية
M667406864569733120,1, لماذا_يا_خوله_العنزي استغفرالله,لا يمكن تحديده,سلبي
M667763306967523328,1, لماذا_يا_خوله_العنزي استمري,لا يمكن تحديده,إيجابي
M667401620406317056,3, لماذا_يا_خوله_العنزي استمري ولاتلتفتي لاي احد انهم يكذبون ويخدعونك انتي تريدين ان تكوني سلعه وهم يريدونك مصونه فلا عل ,سخرية,سلبي
M667403388464865280,1, لماذا_يا_خوله_العنزي استهداف المملكه العربيه بالذات بالتحرر لان بها قبله المسلمين ولانها تطبق الشريعه الاسلاميه ,محايد,سلبي
M667431660259024896,1, لماذا_يا_خوله_العنزي اسم القبائل والاسر لايرتبط باشخاص لازم نهتم بانفسنا ونترك غيرنا يفعل مايريد ثقافه الوصايه لازم تنت ,إيجابي,محايد
M667393615589715968,7, لماذا_يا_خوله_العنزي اسمها خوله العنزي وانت اسم مستعار حاطه صورتها وانت حاط صوره مو لك من الرجال فيكم ,سخرية,محايد
M667779461778141184,1, لماذا_يا_خوله_العنزي اش الهرجه,لا يمكن تحديده,محايد
M667443569410576384,1, لماذا_يا_خوله_العنزي اشب امكم عليها اولا حريه شخصيه كيفها وبعدين ربي محاسبه موب انتم,إيجابي,محايد
M667387170185945088,1, لماذا_يا_خوله_العنزي اشوف كثير من البنات يدافعون عنها اين دينكن واين حشمتكن واين ماا وجيهكن ام ان الحرام زان لكن لطلب حر ,كلاهما,سلبي
M667388856149348352,1, لماذا_يا_خوله_العنزي اشوف هذه حريه شخصيه ورب الكون هو الي يحاسب بني ادام على اخطااه ماهو انت يا بن ادم الي تحاسب خافوا ,إيجابي,محايد
M667400916526481408,1, لماذا_يا_خوله_العنزي اشوى انها ما درت عنكم وفالتها وانتم متعبين نفسكم كالعاده حاشرين خشمكم بكل شي ,كلاهما,سلبي
M667379504487211008,4, لماذا_يا_خوله_العنزي اصل العرب وماده الاسلام هم القبايل ماقدرو عليها عسكريا غزونا بالاشكال ذي لهدم الدين الاسلامي وربي يحفظ ,إيجابي,سلبي
M667394957720862720,1, لماذا_يا_خوله_العنزي اصلا تعال هنا شوي من قال لك ان العنزي من الاساس سعودي هاه اصلهم عراقي والعراقين عادي يطلعون بدون حجاب ,إيجابي,محايد
M667653484574060544,18, لماذا_يا_خوله_العنزي اصلا هي قليله ادب وحسابها عند رب العالمييين اقعد في بيت اهلي مكبوته احسن لي ,كلاهما,سلبي
M667422776446345216,1, لماذا_يا_خوله_العنزي اعتقد ان اظاهر اسم القبيله او العائله لاي حاله شاذه له هدف رئيسي وهو محاوله للتمهيد وكسر الحاجز وتعميم تلك الحاله ,سلبي,محايد
M667619181165207552,3, لماذا_يا_خوله_العنزي اعتقد ان مافيه احد منكم بينسال عنها يوم القيامه كل واحد فيكم مسؤول عن اهله فقط فلما التدخل بشؤون ا ,إيجابي,محايد
M667378299233021952,1, لماذا_يا_خوله_العنزي اعتقو الناس من السنتكم ليعتقكم الله من الابتلاا انا ماابرر لها تبرجها بس كفو السنتكم عن قذفها وادعو لها بالهدايه ,كلاهما,سلبي
M667665653856346112,2, لماذا_يا_خوله_العنزي اغلب من اعجب بها ليس من السعوديه فهو فرحان وسعيد بتشويه صوره الفتاه السعوديه المحتشمه والمتدينه,كلاهما,سلبي
M667374789007396864,39, لماذا_يا_خوله_العنزي اغلب من عارض على حريه اختيار خوله_العنزي لمهنتها في الحقيقه تجدهم هكذا اصلح شانك اولا ,سلبي,محايد
M667612022629122048,1, لماذا_يا_خوله_العنزي اغلب من يطالبون بان حريه و عادي الاغلبيه انهم ملحدين مثل ,سلبي,محايد
M667404876008308736,1, لماذا_يا_خوله_العنزي افكر احط صورتها عرض بدل اللي انا حاطتها ,محايد,سخرية
M667400596681527296,3, لماذا_يا_خوله_العنزي اقعدي ياخوله في البيت وكرشي ولا تلعبي رياضه وافني حياتك بسبب خوفك من مجتمع متناقض انتي كدا حتعجبيهم ب ,سخرية,سلبي
M667770995973967872,1, لماذا_يا_خوله_العنزي اقول اهجدو ما دخلت على بيوتكم وقالت تفرجو علي وهي تمثل نفسها وش م سوت دام اهلها راضين تقطم انت وياه وما تتدخلون ,كلاهما,سلبي
M667382502269521920,1, لماذا_يا_خوله_العنزي اكثر شي مدهش في الموضوع انها من تبوك حتى وان سكنت جده مازالت محتفظه باللهجه التبوكيه خوله_العنزي,إيجابي,محايد
M667503136769228800,1, لماذا_يا_خوله_العنزي اكيد امها مو سعوديه والتشجيع جاا من خوالها وخالاتها الي مو سعوديات,إيجابي,محايد
M667373865333559296,1, لماذا_يا_خوله_العنزي ال على راي المثل انا راضي وابويه راضي مالك انته ومالنا ياقاضي والله مالكم غير التحلطم والهرج والبنت عايشه حياتها,كلاهما,سلبي
M667442938205597696,2, لماذا_يا_خوله_العنزي الابداع ليس في التعري لو كان كذالك القرود اولا بهذا الابداع واكثر شهره,سخرية,سلبي
M667423085675593728,1, لماذا_يا_خوله_العنزي الاخوان اللي يقذفونها ترى هالشيا حرام صحيح اخطات لكن الافضل ان تدعي لها بالهدايه,كلاهما,سلبي
