"V1","V2"
"يحتضر","negative"
"يحرج","negative"
"يحرق","negative"
"يحرقك","negative"
"يحرمه","negative"
"يحرمون","negative"
"يحشر","negative"
"يحومون","negative"
"يخبص","negative"
"يخبصها","negative"
"يخثرج","negative"
"يخدر","negative"
"يخدعون","negative"
"يخذل","negative"
"يخذلونك","negative"
"يخربط","negative"
"يخرسون","negative"
"يخرف","negative"
"يخزيك","negative"
"يخسرها","negative"
"يخسرو","negative"
"يخسرون","negative"
"يخسى","negative"
"يخضع","negative"
"يخطئ","negative"
"يخطا","negative"
"يخطى","negative"
"يخطي","negative"
"يخفيها","negative"
"يخوف","negative"
"يخون","negative"
"يدعس","negative"
"يدق","negative"
"يدقك","negative"
"يدقو","negative"
"يدك","negative"
"يدمرك","negative"
"يذبح","negative"
"يرتشي","negative"
"يرثا","negative"
"يرجمونه","negative"
"يرعب","negative"
"يرفس","negative"
"يرقع","negative"
"يروح","negative"
"يزاعقون","negative"
"يزعج","negative"
"يزعلون","negative"
"يزفون","negative"
"يساعدهم","negative"
"يسبونه","negative"
"يستحقر","negative"
"يستسلم","negative"
"يستعرض","negative"
"يستغبي","negative"
"يستغفل","negative"
"يستغفلهم","negative"
"يستفزك","negative"
"يستفزون","negative"
"يستقعد","negative"
"يستقوون","negative"
"يستقيل","negative"
"يستلعن","negative"
"يستنقص","negative"
"يستهتر","negative"
"يستهزي","negative"
"يستهزيا","negative"
"يسخر","negative"
"يسرقون","negative"
"يسقط","negative"
"يسلب","negative"
"يسلبان","negative"
"يسلط","negative"
"يسلك","negative"
"يشقى","negative"
"يصايح","negative"
"يصايحون","negative"
"يصدمني","negative"
"يصرخ","negative"
"يصرخون","negative"
"يصعبها","negative"
"يصعق","negative"
"يصغر","negative"
"يصفقني","negative"
"يصياحون","negative"
"يصيحوا","negative"
"يضرب","negative"
"يضرون","negative"
"يضعفه","negative"
"يضغطهم","negative"
"يطرد","negative"
"يطس","negative"
"يطق","negative"
"يطلعون","negative"
"يطنش","negative"
"يطيح","negative"
"يظلم","negative"
"يظلمنا","negative"
"يعاب","negative"
"يعاقب","negative"
"يعاند","negative"
"يعبثون","negative"
"يعتدي","negative"
"يعترض","negative"
"يعتزل","negative"
"يعمي","negative"
"يعورني","negative"
"يعول","negative"
"يعيبوا","negative"
"يعيق","negative"
"يعيقه","negative"
"يغبنك","negative"
"يغتال","negative"
"يغتصبون","negative"
"يغش","negative"
"يغض","negative"
"يغلط","negative"
"يغيب","negative"
"يفترس","negative"
"يفجر","negative"
"يفجع","negative"
"يفحط","negative"
"يفرط","negative"
"يفضحهم","negative"
"يفقدنا","negative"
"يفكنا","negative"
"يفند","negative"
"يقتل","negative"
"يقحمون","negative"
"يقسو","negative"
"يقسوان","negative"
"يقصر","negative"
"يقلع","negative"
"يقلقنا","negative"
"يقهرك","negative"
"يكابر","negative"
"يكره","negative"
"يلجم","negative"
"يلطم","negative"
"يلعبون","negative"
"يلعنه","negative"
"يلعنها","negative"
"يلعنهم","negative"
"يلغون","negative"
"يلغى","negative"
"يلقم","negative"
"يمردغهم","negative"
"يمرض","negative"
"يمنع","negative"
"ينابح","negative"
"ينابحون","negative"
"يناهق","negative"
"ينبحن","negative"
"ينبحوا","negative"
"ينبحون","negative"
"ينبطح","negative"
"ينبطحون","negative"
"ينتحر","negative"
"ينتفض","negative"
"ينتقص","negative"
"ينتكس","negative"
"ينثبر","negative"
"ينجلد","negative"
"ينجلدون","negative"
"ينحاش","negative"
"ينحر","negative"
"ينحرم","negative"
"ينحرون","negative"
"ينحشر","negative"
"ينخر","negative"
"يندم","negative"
"ينزع","negative"
"ينضغط","negative"
"ينطم","negative"
"ينظلم","negative"
"ينعن","negative"
"ينفع","negative"
"ينقصه","negative"
"ينكب","negative"
"ينكبونا","negative"
"ينكر","negative"
"ينلقم","negative"
"ينهار","negative"
"ينهزم","negative"
"ينهونه","negative"
"يهاجمون","negative"
"يهاجن","negative"
"يهايطون","negative"
"يهب","negative"
"يهدر","negative"
"يهدم","negative"
"يهربون","negative"
"يهرس","negative"
"يهزم","negative"
"يهزمنا","negative"
"يهزمه","negative"
"يهلك","negative"
"يهين","negative"
"يوبخون","negative"
"يوجع","negative"
"يوجعني","negative"
"يوجعهم","negative"
"يوقف","negative"
"يولولون","negative"
"اخزتهم","negative"
"ابادكم","negative"
"ابتزاز","negative"
"ابصقوا","negative"
"ابطا","negative"
"اتدبس","negative"
"اتفو","negative"
"اتقي","negative"
"اتهامات","negative"
"اتهموا","negative"
"اتهموها","negative"
"اجتثاثها","negative"
"احتكارها","negative"
"احتيال","negative"
"احتيالات","negative"
"احذفوها","negative"
"احراميه","negative"
"احزاب","negative"
"احزاها","negative"
"احقد","negative"
"اختلاس","negative"
"اخزاها","negative"
"اخسف","negative"
"اخلع","negative"
"اخيس","negative"
"ادفع","negative"
"ادمر","negative"
"اذاها","negative"
"اذت","negative"
"ارهابنا","negative"
"ارهابين","negative"
"ارهموني","negative"
"ازبلكم","negative"
"ازرف","negative"
"ازعجت","negative"
"ازعجتوني","negative"
"اساات","negative"
"اسامحكم","negative"
"اسب","negative"
"اسبكم","negative"
"استحت","negative"
"استحو","negative"
"استضعفوه","negative"
"استغرقت","negative"
"استغل","negative"
"استغلالها","negative"
"استغلالهم","negative"
"استغلالين","negative"
"استغلاليه","negative"
"استغلاليين","negative"
"استغنوا","negative"
"استكلبو","negative"
"استهتارهم","negative"
"اسرائيليتها","negative"
"اسرق","negative"
"اسرقوا","negative"
"اسعفونا","negative"
"اسفل","negative"
"اسو","negative"
"اسى","negative"
"اشتكوا","negative"
"اشتكى","negative"
"اشتكي","negative"
"اشتكيت","negative"
"اشد","negative"
"اشكو","negative"
"اضربوه","negative"
"اطقع","negative"
"اعاني","negative"
"اعجز","negative"
"اعدام","negative"
"اعطال","negative"
"اعفن","negative"
"اغلى","negative"
"افترا","negative"
"افضحوا","negative"
"افقر","negative"
"افلستونا","negative"
"افلسهم","negative"
"اقلوا","negative"
"اكرهكم","negative"
"اكلتنا","negative"
"الائرف","negative"
"الاباحه","negative"
"الاحتكار","negative"
"الاحتكارات","negative"
"الاحتيال","negative"
"الاختلاسات","negative"
"الاخونجيه","negative"
"الادهى","negative"
"الارخص","negative"
"الارهابين","negative"
"الارهابيه","negative"
"الاستحماريه","negative"
"الاستغلاليه","negative"
"الاسف","negative"
"الاسوى","negative"
"الاسى","negative"
"الاغبياا","negative"
"الافشل","negative"
"الافعى","negative"
"الافك","negative"
"الاكاذيب","negative"
"الالحاد","negative"
"الالعن","negative"
"الامتصاصات","negative"
"الانتهازيه","negative"
"الانحلال","negative"
"الانصب","negative"
"الانفصالات","negative"
"الانقطاع","negative"
"الاهوا","negative"
"الاوبئه","negative"
"باهضه","negative"
"بطئ","negative"
"بطش","negative"
"بطيا","negative"
"بغاه","negative"
"بقرات","negative"
"بكي","negative"
"بهتان","negative"
"تثبيط","negative"
"تربح","negative"
"تشبه","negative"
"تشيع","negative"
"تصريف","negative"
"تضلم","negative"
"تضليل","negative"
"تقطيع","negative"
"حقيره","negative"
"حولا","negative"
"حيوانه","negative"
"خسارات","negative"
"خسف","negative"
"خناث","negative"
"خنازير","negative"
"خنزيره","negative"
"خياسه","negative"
"دايخه","negative"
"دجل","negative"
"دمامات","negative"
"دوغمائيه","negative"
"ديان","negative"
"رافضه","negative"
"رافضي","negative"
"الربحيه","negative"
"زنديق","negative"
"زور","negative"
"سارقه","negative"
"سجن","negative"
"سروقين","negative"
"سم","negative"
"سموم","negative"
"سو","negative"
"سيئات","negative"
"شبكه","negative"
"شحاذه","negative"
"شكاوى","negative"
"شكاوي","negative"
"شهوات","negative"
"شياطين","negative"
"صعلوك","negative"
"صهاينه","negative"
"صهينه","negative"
"صهيونيه","negative"
"ضاله","negative"
"ضلال","negative"
"طغيان","negative"
"طواغيت","negative"
"طين","negative"
"عبريه","negative"
"عدوان","negative"
"عردز","negative"
"عري","negative"
"عهريه","negative"
"عورا","negative"
"غربيه","negative"
"غلطان","negative"
"فاجره","negative"
"فلس","negative"
"قحبه","negative"
"قذرين","negative"
"كاذب","negative"
"الكلبي","negative"
"اللص","negative"
"اللصين","negative"
"اللعنات","negative"
"الماحق","negative"
"الماسونيه","negative"
"المتخلفه","negative"
"المتصهينه","negative"
"المتصهينين","negative"
"المجرم","negative"
"المجرمين","negative"
"المجوس","negative"
"المحرض","negative"
"المرتدون","negative"
"المزبله","negative"
"المزعج","negative"
"المستحيل","negative"
"المسخ","negative"
"المسروقه","negative"
"المشتكى","negative"
"المعادي","negative"
"المعاديه","negative"
"المعايه","negative"
"المغفلين","negative"
"المفسد","negative"
"المفسده","negative"
"المقاطعه","negative"
"المقرف","negative"
"المقرفه","negative"
"المقزز","negative"
"المليشيات","negative"
"المماطله","negative"
"المنحرف","negative"
"المنحط","negative"
"المنسلخه","negative"
"المنه","negative"
"المهلكه","negative"
"الموساد","negative"
"الميسه","negative"
"النار","negative"
"النتن","negative"
"النجاسات","negative"
"النصابه","negative"
"النصابين","negative"
"النصرانيه","negative"
"النفاقيه","negative"
"النكد","negative"
"الهجمه","negative"
"الهوى","negative"
"الوحل","negative"
"الوسوسه","negative"
"اليهود","negative"
"اليهودي","negative"
"امرضونا","negative"
"انتحاري","negative"
"انتقام","negative"
"انتقدت","negative"
"انتقدها","negative"
"انتهازيين","negative"
"انحرقت","negative"
"انصب","negative"
"انصح","negative"
"انعزال","negative"
"انفصل","negative"
"انفضح","negative"
"انفضحنا","negative"
"انقطاع","negative"
"انقطع","negative"
"انقطعت","negative"
"انقلبت","negative"
"انهب","negative"
"انهبوا","negative"
"اهلك","negative"
"اهلكهم","negative"
"اهنت","negative"
"اوجعتهم","negative"
"اوسخ","negative"
"اوسخه","negative"
"اوصخ","negative"
"استنقاص","negative"
"باعو","negative"
"باعوا","negative"
"خدمه","negative"
"ماحي","negative"
"مخازي","negative"
"موت","negative"
"باهظه","negative"
"ببطئ","negative"
"ببكي","negative"
"بلاغ","negative"
"تسرقنا","negative"
"تقتلوا","negative"
"تكفيرهم","negative"
"بحجبكم","negative"
"حذف","negative"
"حقده","negative"
"بحل","negative"
"خبثها","negative"
"بخسونا","negative"
"بدائي","negative"
"بستغبائه","negative"
"بسرق","negative"
"بسوا","negative"
"بطي","negative"
"بطيئ","negative"
"بلوك","negative"
"نتحاسب","negative"
"بهتانا","negative"
"بهدلتوني","negative"
"بهم","negative"
"بوق","negative"
"بيسوا","negative"
"تاخذهم","negative"
"تاخذون","negative"
"تاخذوها","negative"
"تبخل","negative"
"تبراو","negative"
"تبلد","negative"
"تبنه","negative"
"تتجهور","negative"
"تصنع","negative"
"تعارض","negative"
"تتعمدون","negative"
"تتقفل","negative"
"تجرم","negative"
"تجمدونه","negative"
"تجنس","negative"
"تحاربنا","negative"
"تحاربه","negative"
"تحتقر","negative"
"تحتكر","negative"
"تحلب","negative"
"تحليل","negative"
"تحومون","negative"
"تخدع","negative"
"تخسرون","negative"
"تخسف","negative"
"تخيس","negative"
"تدبل","negative"
"تدخل","negative"
"تدفع","negative"
"تدليسهم","negative"
"تدمرهم","negative"
"ترجي","negative"
"ترفع","negative"
"ترهيب","negative"
"تروج","negative"
"تزرف","negative"
"تزرفون","negative"
"تزول","negative"
"تزييف","negative"
"تستغلون","negative"
"تستفزنا","negative"
"تستهزا","negative"
"تسحبونا","negative"
"تسرقك","negative"
"تسرقو","negative"
"تسرقوا","negative"
"تسرقون","negative"
"تسرقونا","negative"
"تسفيه","negative"
"تسكيت","negative"
"تسلاب","negative"
"تسيا","negative"
"تسيب","negative"
"تشتكون","negative"
"تشوه","negative"
"تشوهات","negative"
"تشويهها","negative"
"تصريفه","negative"
"تصفق","negative"
"تصهين","negative"
"تضرري","negative"
"تضعف","negative"
"تضلل","negative"
"تضييقه","negative"
"تطفيش","negative"
"تطنيش","negative"
"تظلل","negative"
"تظليل","negative"
"تعادي","negative"
"تعاني","negative"
"تعبان","negative"
"تعقبون","negative"
"تعلق","negative"
"تعيسه","negative"
"تغرمونهم","negative"
"تغريبيه","negative"
"تغش","negative"
"تغفل","negative"
"تفخيخ","negative"
"تفصل","negative"
"تفصلون","negative"
"تفضح","negative"
"تفضحهم","negative"
"تفلس","negative"
"تفوا","negative"
"تفيه","negative"
"تقرف","negative"
"تقصف","negative"
"تقطع","negative"
"تقطعون","negative"
"تقفل","negative"
"تقفيل","negative"
"تقهروني","negative"
"تكذبون","negative"
"تلعب","negative"
"تلعن","negative"
"تلقم","negative"
"تلمع","negative"
"تلميعه","negative"
"تلهف","negative"
"تمردت","negative"
"تموت","negative"
"تنافس","negative"
"تنتقم","negative"
"تنتهي","negative"
"تنتيفهم","negative"
"تنجح","negative"
"تنحاز","negative"
"تنحرق","negative"
"تنذل","negative"
"تنسب","negative"
"تنصب","negative"
"تنصدم","negative"
"تنقلعون","negative"
"تنهبون","negative"
"تهبل","negative"
"تولع","negative"
"تولعوا","negative"
"جالطنا","negative"
"جرائمهم","negative"
"جزائي","negative"
"جشعكم","negative"
"جشعه","negative"
"جلاب","negative"
"جنونيه","negative"
"حاجبين","negative"
"حاذفها","negative"
"حارميه","negative"
"حاضفها","negative"
"حاله","negative"
"حاويات","negative"
"حتتقوا","negative"
"حتروحوا","negative"
"حثالتهم","negative"
"حدش","negative"
"حذفتها","negative"
"حذفناها","negative"
"حرايمه","negative"
"حرميه","negative"
"حسبس","negative"
"حسبنى","negative"
"حسبونا","negative"
"حسبيكم","negative"
"حسنوا","negative"
"حسوا","negative"
"حطمت","negative"
"حظر","negative"
"حظرني","negative"
"حقاره","negative"
"حقيرين","negative"
"حمقى","negative"
"حوش","negative"
"حيوانين","negative"
"خائس","negative"
"خائسه","negative"
"خائن","negative"
"خاتفو","negative"
"خارجي","negative"
"خافي","negative"
"خاليه","negative"
"خاينه","negative"
"خباثه","negative"
"خبثهم","negative"
"خداع","negative"
"خداعا","negative"
"خداعكم","negative"
"خدعت","negative"
"خرابه","negative"
"خرابيطكم","negative"
"خراط","negative"
"خربان","negative"
"خربتم","negative"
"خرده","negative"
"خره","negative"
"خسرته","negative"
"خسفوبك","negative"
"خشبه","negative"
"خفو","negative"
"خلصتوا","negative"
"خنثه","negative"
"خوان","negative"
"خوفو","negative"
"خياسهم","negative"
"دافعه","negative"
"دبلت","negative"
"درتم","negative"
"دعشنه","negative"
"دعوى","negative"
"دفعي","negative"
"دقر","negative"
"دلوخ","negative"
"دمرها","negative"
"ذلونا","negative"
"رافضيه","negative"
"رايحه","negative"
"ربويه","negative"
"رداه","negative"
"ردي","negative"
"رديئ","negative"
"رديئه","negative"
"رديا","negative"
"رغم","negative"
"رمه","negative"
"روافض","negative"
"روج","negative"
"زارفين","negative"
"زارفينا","negative"
"زج","negative"
"زرفتوني","negative"
"زرفكم","negative"
"زعل","negative"
"زعلانه","negative"
"زفتو","negative"
"زقاقه","negative"
"زقاقيه","negative"
"زقه","negative"
"زقوم","negative"
"زهقنا","negative"
"زودوها","negative"
"زورا","negative"
"سائغه","negative"
"سارق","negative"
"سارقك","negative"
"سارقينا","negative"
"ساكتين","negative"
"سانتقم","negative"
"سايق","negative"
"ستؤدبهم","negative"
"سحبوا","negative"
"سرائه","negative"
"سراقين","negative"
"سرقان","negative"
"سرقتم","negative"
"سرقتموه","negative"
"سرقتنا","negative"
"سرقتونا","negative"
"سرقتوني","negative"
"سرقو","negative"
"سرقوني","negative"
"سفله","negative"
"سلحفائي","negative"
"سلحفاه","negative"
"سلحفه","negative"
"سمومها","negative"
"سمومهم","negative"
"سواد","negative"
"سياه","negative"
"سيخونونك","negative"
"شاذه","negative"
"شبو","negative"
"شتمها","negative"
"شرفهم","negative"
"شرهتكم","negative"
"شرورها","negative"
"شعف","negative"
"شغلتنا","negative"
"شفاطين","negative"
"شفط","negative"
"شفطهم","negative"
"شك","negative"
"شكيتهم","negative"
"شكينا","negative"
"شن","negative"
"شوهت","negative"
"شيطان","negative"
"شيعي","negative"
"شيعيه","negative"
"صابر","negative"
"صبرك","negative"
"صبري","negative"
"صديد","negative"
"صرفوك","negative"
"صعيبه","negative"
"صفر","negative"
"ضافو","negative"
"ضخم","negative"
"ضررهم","negative"
"ضعيفا","negative"
"ضغطنا","negative"
"ضغطي","negative"
"ضغيف","negative"
"ضللته","negative"
"ضلمه","negative"
"طاغوتهم","negative"
"طاغيه","negative"
"طال","negative"
"طبول","negative"
"طفح","negative"
"طفى","negative"
"طماعين","negative"
"طيح","negative"
"ظالما","negative"
"عاجز","negative"
"عاطل","negative"
"عاقبت","negative"
"عالي","negative"
"عاليه","negative"
"عثراتكم","negative"
"عجزها","negative"
"عدائا","negative"
"عدائها","negative"
"عداه","negative"
"عدلو","negative"
"عدمه","negative"
"عدو","negative"
"عدوه","negative"
"عدوها","negative"
"عذاب","negative"
"عذب","negative"
"عذبتونا","negative"
"عشرميه","negative"
"علقت","negative"
"عنت","negative"
"عنعن","negative"
"عوايده","negative"
"عوجا","negative"
"عوع","negative"
"غال","negative"
"غبرا","negative"
"غثيتونا","negative"
"غشاشين","negative"
"فاك","negative"
"فجره","negative"
"فريسه","negative"
"فسد","negative"
"فصام","negative"
"فصل","negative"
"فصلت","negative"
"فصلو","negative"
"فضحتكم","negative"
"فضحنكم","negative"
"فضحوا","negative"
"فقش","negative"
"فك","negative"
"فكيو","negative"
"فلكيه","negative"
"فلوس","negative"
"فلوسنا","negative"
"قاتلكم","negative"
"قاردني","negative"
"قافله","negative"
"قبحها","negative"
"قتلى","negative"
"قتيعه","negative"
"قحاب","negative"
"قذارتك","negative"
"قذورات","negative"
"قرده","negative"
"قرفتونا","negative"
"قطعوا","negative"
"قلته","negative"
"قلعه","negative"
"قليله","negative"
"قمامه","negative"
"قيح","negative"
"كاذبين","negative"
"كافره","negative"
"كافي","negative"
"كدب","negative"
"كذباه","negative"
"كذبت","negative"
"كذبها","negative"
"كذبهم","negative"
"كراهيتهم","negative"
"كراهيتي","negative"
"كرهتوا","negative"
"كرهه","negative"
"كزابين","negative"
"كشفت","negative"
"كلبه","negative"
"كلبي","negative"
"كليتونا","negative"
"مغفل","negative"
"لئيمه","negative"
"لاعدا","negative"
"لتحتكر","negative"
"لتخريب","negative"
"لتدمر","negative"
"لعانه","negative"
"لعتها","negative"
"لعنبوهم","negative"
"لعنهم","negative"
"لعينه","negative"
"لغط","negative"
"لقاطعناهم","negative"
"للاحتيال","negative"
"للافلاس","negative"
"للانحطاط","negative"
"للثقيل","negative"
"للجحيم","negative"
"للخساير","negative"
"للرذيله","negative"
"للسرقه","negative"
"للشكوى","negative"
"للصهاينه","negative"
"للضجر","negative"
"للطغاه","negative"
"للعوق","negative"
"للغضب","negative"
"للقطيع","negative"
"للكذب","negative"
"للمشكله","negative"
"للنار","negative"
"للنصب","negative"
"للنفايات","negative"
"للهط","negative"
"للهلاك","negative"
"للورا","negative"
"لليهود","negative"
"لمتنصفه","negative"
"لنجاسه","negative"
"لهبوط","negative"
"لهط","negative"
"لهطتها","negative"
"لهفتوا","negative"
"لوعتو","negative"
"مؤدلجه","negative"
"مارونيه","negative"
"ماسوني","negative"
"مبالغ","negative"
"مبالغه","negative"
"مبتذل","negative"
"مبطي","negative"
"متبن","negative"
"متبهدله","negative"
"متحالفين","negative"
"متدنيه","negative"
"متذمرون","negative"
"مترديه","negative"
"متسرقون","negative"
"متصهينه","negative"
"متطرفه","negative"
"متطرفين","negative"
"متعوده","negative"
"متعودين","negative"
"متقطع","negative"
"متكبرين","negative"
"متكدر","negative"
"متمرمط","negative"
"مجازره","negative"
"مجرم","negative"
"مجوس","negative"
"مجوسيه","negative"
"محتال","negative"
"محتكر","negative"
"محتكره","negative"
"محذوفه","negative"
"محسوبه","negative"
"مخادعه","negative"
"مخالفات","negative"
"مخبثه","negative"
"مخترقه","negative"
"مخدوعين","negative"
"مخفضه","negative"
"مخنثهم","negative"
"مدقره","negative"
"مذله","negative"
"مرار","negative"
"مرتفع","negative"
"مرتفعه","negative"
"مرتفه","negative"
"مروح","negative"
"مروحين","negative"
"مستغلين","negative"
"مستقعدين","negative"
"مستلعنين","negative"
"مسوقه","negative"
"مشاكلكم","negative"
"مشاكله","negative"
"مشكلتك","negative"
"مشكلتي","negative"
"مشلول","negative"
"مصاصي","negative"
"مصداقيه","negative"
"مضروبه","negative"
"مطابا","negative"
"مطرقه","negative"
"مطلع","negative"
"مظلومين","negative"
"معاداه","negative"
"معادي","negative"
"معاديه","negative"
"معاق","negative"
"معاقه","negative"
"معانات","negative"
"معاناتي","negative"
"معاني","negative"
"معدوم","negative"
"معدومه","negative"
"معطوب","negative"
"معفنه","negative"
"معفنين","negative"
"معقده","negative"
"معلق","negative"
"معيب","negative"
"مغنصبه","negative"
"مفترين","negative"
"مفسد","negative"
"مفقع","negative"
"مفلسه","negative"
"مقاطعتها","negative"
"مقاطعه","negative"
"مقاطعهن","negative"
"مقحبه","negative"
"مقرفه","negative"
"مقطوع","negative"
"مقطوعه","negative"
"مقهورين","negative"
"مكبر","negative"
"مكتسب","negative"
"مكذبكم","negative"
"مكروهه","negative"
"مكفينا","negative"
"مكلف","negative"
"ملحجه","negative"
"ملعون","negative"
"مماطله","negative"
"منافقه","negative"
"منافقوا","negative"
"منتهي","negative"
"منتهيه","negative"
"منحازه","negative"
"منحطه","negative"
"مندس","negative"
"منسوخ","negative"
"منصفه","negative"
"منظمه","negative"
"منقهرين","negative"
"منهبلين","negative"
"منهوب","negative"
"مهني","negative"
"مهوله","negative"
"ميؤوس","negative"
"مينفعش","negative"
"ناركم","negative"
"ناقضين","negative"
"نتحمل","negative"
"نتنكم","negative"
"نتواجه","negative"
"نجسه","negative"
"نحلبه","negative"
"ندفع","negative"
"ندمان","negative"
"نرجع","negative"
"نرفزتوني","negative"
"نرفع","negative"
"نريد","negative"
"نزف","negative"
"نسرق","negative"
"نشتكي","negative"
"نشتم","negative"
"نشكي","negative"
"نصابه","negative"
"نصبا","negative"
"نصبتوها","negative"
"نصبكم","negative"
"نصبهم","negative"
"نصبو","negative"
"نصبوا","negative"
"نضطر","negative"
"نطالب","negative"
"نفايات","negative"
"نفروبك","negative"
"نكذب","negative"
"نكران","negative"
"نلعن","negative"
"نلغي","negative"
"ننزرف","negative"
"نهابه","negative"
"نهبتونا","negative"
"نهبوا","negative"
"نهقت","negative"
"هابطه","negative"
"هاجمو","negative"
"هاجموا","negative"
"هالقذاره","negative"
"هالمترديه","negative"
"هالنصب","negative"
"هتتنفخوا","negative"
"هجوم","negative"
"هدامه","negative"
"هدمت","negative"
"هرمنا","negative"
"هزيله","negative"
"همها","negative"
"همهم","negative"
"واطي","negative"
"واقف","negative"
"واقفه","negative"
"وثخه","negative"
"وسخه","negative"
"وسخين","negative"
"وصمه","negative"
"وقفت","negative"
"ياخدكو","negative"
"ياخذ","negative"
"ياخذك","negative"
"ياخذهم","negative"
"ياخذون","negative"
"ياخذونها","negative"
"ياكلونك","negative"
"يالنصابين","negative"
"يبطئ","negative"
"يبلاهم","negative"
"يتبرا","negative"
"يتبرى","negative"
"يتستر","negative"
"يتعطل","negative"
"يتهم","negative"
"يجعلني","negative"
"يجهل","negative"
"يحاسبكم","negative"
"يحتقرني","negative"
"يحدك","negative"
"يحربكم","negative"
"يحرش","negative"
"يحرقكم","negative"
"يحرقكو","negative"
"يحرقها","negative"
"يحرقهم","negative"
"يحرمونك","negative"
"يحللكم","negative"
"يحلم","negative"
"يخب","negative"
"يخدم","negative"
"يخربيت","negative"
"يخسرهم","negative"
"يخسكم","negative"
"يخفس","negative"
"يخفضون","negative"
"يخلص","negative"
"يخونون","negative"
"يدبل","negative"
"يدقع","negative"
"يذلونا","negative"
"يربحكم","negative"
"يرجكم","negative"
"يرفضونه","negative"
"يرقعو","negative"
"يزرفون","negative"
"يزرفونك","negative"
"يزعجونك","negative"
"يزيل","negative"
"يسامحكم","negative"
"يستحيل","negative"
"يستغرق","negative"
"يستغلو","negative"
"يستغلوا","negative"
"يستهبل","negative"
"يسرقونا","negative"
"يسرقونك","negative"
"يسفكون","negative"
"يسيئ","negative"
"يسيئون","negative"
"يسيا","negative"
"يشتكون","negative"
"يشك","negative"
"يشوهون","negative"
"يصبرنا","negative"
"يصرفونا","negative"
"يضعف","negative"
"يطفش","negative"
"يطيئ","negative"
"يظلمون","negative"
"يعادي","negative"
"يعاندون","negative"
"يعدمكم","negative"
"يعلق","negative"
"يعينا","negative"
"يغبنونك","negative"
"يغثهم","negative"
"يغرمهم","negative"
"يفصل","negative"
"يفضحني","negative"
"يفقركم","negative"
"يفقع","negative"
"يقتص","negative"
"يقطعكم","negative"
"يقطعهم","negative"
"يقطعون","negative"
"يقفلو","negative"
"يقلعكم","negative"
"يقلعه","negative"
"يكرهون","negative"
"يلطون","negative"
"يلعب","negative"
"يلغونه","negative"
"يلفظ","negative"
"يلهطون","negative"
"يمحاهم","negative"
"يمحق","negative"
"يمحيكم","negative"
"يمحيها","negative"
"يمرضكم","negative"
"ينتف","negative"
"ينتقمر","negative"
"ينجلط","negative"
"ينسحب","negative"
"ينصب","negative"
"ينصبون","negative"
"ينصك","negative"
"ينعنكم","negative"
"ينفصل","negative"
"ينقدون","negative"
"ينقص","negative"
"ينقطع","negative"
"ينكرون","negative"
"ينلحس","negative"
"ينهقون","negative"
"يهاجم","negative"
"يهاجمونه","negative"
"يهبها","negative"
"يهز","negative"
"يهود","negative"
"يهوديه","negative"
"اقل","negative"
"الجريمه","negative"
"الزحمه","negative"
"الفساد","negative"
"المشكله","negative"
"المكره","negative"
"تعدي","negative"
"حرام","negative"
"سجنا","negative"
"ضد","negative"
"ضررا","negative"
"عجزنا","negative"
"متخوفين","negative"
"محتاجين","negative"
"مخاوفهم","negative"
"مشفوحه","negative"
"مشكله","negative"
"الضجه","negative"
"واسطه","negative"
"اجلد","negative"
"احرج","negative"
"اخطر","negative"
"ارهاب","negative"
"اصعب","negative"
"الخوف","negative"
"الضغط","negative"
"الفقراويه","negative"
"بديون","negative"
"جلدهم","negative"
"خسر","negative"
"زلاته","negative"
"غش","negative"
"غروره","negative"
"كبريا","negative"
"مدمن","negative"
"مدلع","negative"
"مردغ","negative"
"اخطا","negative"
"يخسر","negative"
"اعاني","negative"
"التعاسه","negative"
"الصراخ","negative"
"حذفت","negative"
"الظالمين","negative"
"الظلامه","negative"
"العفن","negative"
"المتاسلمين","negative"
"جائر","negative"
"صفعه","negative"
"ظلم","negative"
"عجز","negative"
"فاجر","negative"
"لعنه الله","negative"
"افتقده","negative"
"فضايحهم","negative"
"فضح","negative"
"فضحت","negative"
"ضد","negative"
"تغيظهم","negative"
"تفضح","negative"
"تفضحهم","negative"
"سفاح","negative"
